,_id,consommation_energie,classe_consommation_energie,estimation_ges,surface_thermique_lot,classe_estimation_ges,annee_construction,tr002_type_batiment_description,code_insee_commune_actualise,geo_adresse,consommation_surface_ratio
8225,gxLFU59SZWlvN18JOgqIR,220.46,4.0,7.18,68.31,2.0,1900.0,Logement,65002,rue de la Geune 65100 Adé,3.2273459229980967
8229,_elIvWPki_rViYT2UGGKP,340.0,6.0,79.0,45.6,6.0,1947.0,Logement,69100,Rue du 8 Mai 1945 69540 Irigny,7.456140350877193
8230,_Rq0x3-r1IU97WU8DEBZk,251.81,5.0,13.31,100.06,3.0,2006.0,Maison Individuelle,70387,Rue du Verjoulot 70130 Noidans-le-Ferroux,2.5165900459724164
8233,_NEl5eXfEIFKSFyVmM-Xm,214.81,4.0,13.0,80.28,3.0,2006.0,Maison Individuelle,73179,Clos de château richard 73290 La Motte-Servolex,2.675759840558047
8234,rzzXcULfHmg4jSTVGY8h8,254.14,5.0,57.84,134.0,6.0,1976.0,Maison Individuelle,74021,Route des échelettes 74380 Arthaz-Pont-Notre-Dame,1.8965671641791044
8235,g4orf05oScQ9cbXtI5itD,90.29,2.0,21.13,50.0,4.0,1900.0,Logement,75056,49 Rue de Rivoli 75001 Paris,1.8058
8236,M906kjcRRIojzbC2qIGae,273.77,5.0,82.13,71.6,7.0,1974.0,Maison Individuelle,76401,75 Allee des Lilas 76940 Arelaune-en-Seine,3.8236033519553074
8237,E5darnTMFPVFAuoyJZ5y0,479.0,7.0,96.0,75.0,7.0,1948.0,Maison Individuelle,77260,10 Rue de l’Amourée 77650 Longueville,6.386666666666667
8238,4OobtVpL4Cm0cPgqF9iR-,242.73,5.0,56.8,105.0,6.0,1948.0,Maison Individuelle,78311,13 Sente du Montoir 78800 Houilles,2.311714285714286
8240,otUNKB2LNH0jGDq3NpkvJ,252.0,5.0,8.0,91.46,2.0,1.0,Maison Individuelle,80540,16 Rue du Château 80300 Mesnil-Martinsart,2.75530286464028
8247,uEFD_e1UQMdk5CZ_kVi-J,253.79,5.0,11.86,115.0,3.0,1997.0,Maison Individuelle,87035,chemin des écoliers 87400 Champnétery,2.2068695652173913
8248,ch3jbCeIbcEWmvgLneBMQ,298.0,5.0,13.0,130.0,3.0,2001.0,Maison Individuelle,88470,Lot de la Pierre du Chaud Costet 88530 Le Tholy,2.292307692307692
8251,FrBM9tZSOo53JTt4E7emv,317.0,5.0,18.0,99.14,3.0,1982.0,Maison Individuelle,91689,1 Allee des Roses 91320 Wissous,3.197498486988098
8254,iLLZDv8cPw3JDI8KkGaOk,241.74,5.0,57.19,100.0,6.0,1974.0,Maison Individuelle,94028,11 Rue du Petit Bois 94000 Créteil,2.4174
8257,P4IROR0XwNWzyzeT4iJeH,269.0,5.0,63.0,80.19,6.0,1947.0,Maison Individuelle,02300,Rue Eugène Delacroix 02700 Tergnier,3.354532984162614
8258,n6BuLQz97Ckd3hwYRiwLA,250.0,5.0,58.0,76.01,6.0,1930.0,Maison Individuelle,03100,Rue de l'Odépierre 03290 Diou,3.289040915668991
8265,8L_RmCTZOtI3guNmcWe5T,145.0,3.0,43.0,220.0,5.0,1947.0,Maison Individuelle,10240,39 Grande Rue 10190 Messon,0.6590909090909091
8266,_C2HOaBMyNgy3ByB3I8Qk,290.67,5.0,13.19,26.75,3.0,1980.0,Logement,11202,Résidence le Canigou 11370 Leucate,10.866168224299066
8273,gYcBdICEOVqpJ-z-VkT7W,138.37,3.0,32.38,98.66,4.0,2006.0,Logement,18033,3 Rue Volta 18000 Bourges,1.402493411717008
8274,FjX6og-0jMrP2B9a-vQ1Z,212.0,4.0,10.0,70.37,2.0,1948.0,Logement,19250,7 Rue du Freysset 19510 Salon-la-Tour,3.0126474349864996
8275,TtcTcwXwoOEWGp3vJ9VbS,511.0,7.0,10.0,84.0,2.0,1974.0,Maison Individuelle,21054,11 Rue Monge 21200 Beaune,6.083333333333333
8276,LXlZRFMmMi0qeNI1oiJHq,124.15,3.0,5.0,112.0,1.0,2006.0,Maison Individuelle,22225,Impasse Lan Izes 22970 Ploumagoar,1.108482142857143
8277,FUTByu5kDbfOAIXPoJh1Q,203.88,4.0,31.56,134.11,4.0,1930.0,Maison Individuelle,23036,26 Place de l'Eglise 23320 Bussière-Dunoise,1.5202445753485943
8278,QXwz_UwpHbIS8XZizAXWd,256.5,5.0,10.58,251.0,2.0,1974.0,Maison Individuelle,24254,route du château d'eau 24220 Marnac,1.0219123505976095
8279,nt2PMRBQaveFArTFTs4Mu,170.0,4.0,39.0,80.0,5.0,1948.0,Logement,25500,10 Route des Fontaines 25440 Ronchaux,2.125
8283,4qjHSCE_lW0NJxBCdUqRI,388.32,6.0,96.06,106.0,7.0,1970.0,Maison Individuelle,29150,4 Rue de Quilimar 29350 Moëlan-sur-Mer,3.6633962264150943
8286,wb1ZPbMHus4VtWBBkPXh1,185.0,4.0,9.0,154.62,2.0,1988.0,Maison Individuelle,30189,420 Impasse des Chanterelles 30900 Nîmes,1.1964816970637693
8287,zij5zcnFr76lfGHpQNHj7,140.0,3.0,4.0,130.0,1.0,1983.0,Maison Individuelle,31340,Route des Crêtes 31320 Mervilla,1.0769230769230769
8289,njYGyJMd54dC9rwMDTOa_,148.62,3.0,34.78,67.44,4.0,1975.0,Logement,33318,Avenue Léon Blum 33600 Pessac,2.2037366548042705
8290,0X9TbrCDrUiU1n5ZvML23,210.0,4.0,9.0,25.37,2.0,1983.0,Logement,34344,246 Allee des Pheniciens 34280 La Grande-Motte,8.277493102089082
8291,VJgmUG6tEbCV73pWI0i_j,118.0,3.0,27.0,69.23,4.0,2001.0,Logement,35136,Rue François Mitterrand (Pont) Vierzon,1.7044633829264768
8292,PgO0dczxc7-Q-wPNGye8Q,39.0,1.0,1.0,46.0,1.0,1947.0,Maison Individuelle,36210,Le Grand Chenil 36230 Sarzay,0.8478260869565217
8295,e3Yk90a0vNNdMbVfbuWGg,312.97,5.0,10.19,54.54,2.0,1948.0,Maison Individuelle,39270,1 Rue du Mont 39100 Jouhe,5.738357169050239
8298,hMKdnQvqSo3itXq6pX1mH,310.0,5.0,10.0,64.68,2.0,1974.0,Logement,42218,14 Rue Albert Poylo 42000 Saint-Étienne,4.792826221397649
8306,KP0Urpzl5PufvOfBSMdM9,157.0,4.0,36.0,111.3,5.0,1970.0,Maison Individuelle,50274,La Maison Neuve 50600 Les Loges-Marchis,1.4106019766397124
8307,jL1pybF3-lD-e4z4G8kfR,137.18,3.0,32.1,82.0,4.0,1988.0,Logement,51454,16 boulevard de la Paix 51100 Reims,1.6729268292682928
8308,s2zG3t26yVITvRGLXuZxh,157.66,4.0,13.93,289.0,3.0,1974.0,Maison Individuelle,52453,1 Rue de la Fontaine 52200 Saint-Maurice,0.5455363321799308
8313,bbo5IO2yDVzNq4fmZuttw,195.04,4.0,45.64,188.0,5.0,2000.0,Maison Individuelle,57015,Rue de la Nied 57730 Altviller,1.0374468085106383
8314,W_a4SJb1QTqJuhBYz0ftA,112.75,3.0,5.94,179.16,1.0,2006.0,Maison Individuelle,58232,20 Rue des Brosses 58270 Saint-Benin-d'Azy,0.6293257423532038
8315,3xapP8_NeGRUGngeYOC9V,327.7,5.0,76.68,88.62,6.0,1959.0,Maison Individuelle,59328,220 Rue de la Carnoy 59130 Lambersart,3.697810877905664
8317,0YaQ-9nhpvNLLkI0GFb3X,373.82,6.0,21.38,85.16,4.0,1960.0,Maison Individuelle,61040,Le Bourg 61220 Bellou-en-Houlme,4.3896195396899955
8319,ZyPKDKbcyqUTgdXS6haPk,255.0,5.0,10.0,115.0,2.0,2006.0,Maison Individuelle,63284,8 allée des Magnolias 63430 Pont-du-Château,2.217391304347826
8323,x_hR2LTjxntmBi3OcgWOl,128.16,3.0,29.99,140.0,4.0,1950.0,Maison Individuelle,67116,7 Rue de l'Ill 67600 Ebersmunster,0.9154285714285714
8329,91OTwDjTZenl2-a7v2E_s,248.96,5.0,13.4,110.39,3.0,2006.0,Maison Individuelle,73141,Impasse du rivet 73800 Laissaud,2.255276746082073
8330,D19xHYyMmtkBgEOg97Rb8,299.25,5.0,70.02,79.11,6.0,1965.0,Logement,74008,11 Rue de la paix 74100 Ambilly,3.7827076222980662
8332,3BhG2QwBNv3IjG0F3w9yF,288.81,5.0,85.34,70.0,7.0,1974.0,Maison Individuelle,76202,2 Rue des Courtines 76660 Croixdalle,4.125857142857143
8333,Y_eE3y-GmgdY6O5gMEYYs,182.0,4.0,42.0,57.0,5.0,1948.0,Logement,77290,16 Rue du Bois 77730 Méry-sur-Marne,3.192982456140351
8335,RPNrbtR23EVF_fYv45XhL,178.0,4.0,41.0,89.0,5.0,1989.0,Maison Individuelle,79700,Chemin du Bordage Sinceny,2.0
8336,bVIeoa0lIg3dsy_X2A0Dq,186.0,4.0,10.0,160.0,2.0,1948.0,Maison Individuelle,80320,Rue de l'Eglise 80170 Folies,1.1625
8338,DdAZ172Z8-I8oemYRKNXm,181.88,4.0,8.66,100.06,2.0,2006.0,Maison Individuelle,82048,La Boulbène 82170 Dieupentale,1.8177093743753747
8343,NeDAlWVaRgyyUTdvg9eRF,145.08,3.0,33.37,65.85,4.0,1974.0,Maison Individuelle,87085,32 avenue Président Auriol 87100 Limoges,2.2031890660592257
8346,gdLC4c8HDvxy_lEq6_yio,167.15,4.0,39.11,100.0,5.0,1900.0,Maison Individuelle,90039,78 Rue du Général de Gaulle 90850 Essert,1.6715
8348,XC3WHmTW28-mVnFebMKbS,197.19,4.0,75.72,77.59,6.0,1974.0,Logement,92012,2 Place Saint-Germain des Longs Prés 92100 Boulogne-Billancourt,2.5414357520299005
8350,fE1Vzqfmee3OPYW3Imaq2,189.64,4.0,9.69,71.66,2.0,1988.0,Logement,94018,6 Avenue Anatole France 94220 Charenton-le-Pont,2.6463857102986323
8353,K8VOYfMG0K2FzpBncCbB8,152.0,4.0,42.0,235.82,5.0,1975.0,Maison Individuelle,02210,2 Rue du Fort 02370 Condé-sur-Aisne,0.6445594097192774
8355,Rwh3A-jzxVM7BNDBhypWv,285.0,5.0,17.0,185.0,3.0,1988.0,Maison Individuelle,04070,1 rue du gypse 04000 Digne-les-Bains,1.5405405405405406
8359,Jg7Vd2rMC_svYXqBjSE4c,340.0,6.0,8.0,110.0,2.0,1974.0,Maison Individuelle,08128,6 Rue de la Roseraie 08250 Condé-lès-Autry,3.090909090909091
8362,MNR51iyN6bTeX7XxIsl87,221.84,4.0,37.0,217.0,5.0,1974.0,Maison Individuelle,11099,7 Rue Modigliani 11600 Conques-sur-Orbiel,1.0223041474654377
8364,DL9hQ_pTEBm52PVMVV24Q,196.0,4.0,28.0,72.64,4.0,1947.0,Logement,13007,Traverse de la Mellonne 13390 Auriol,2.698237885462555
8365,Gqj_YoKEwZMh-NO0OOgw7,243.14,5.0,56.89,110.0,6.0,1974.0,Maison Individuelle,14010,11 Rue du Général Delaunay 14170 Saint-Pierre-en-Auge,2.210363636363636
8369,wqJfcl9JXtDNuFm5McGmU,248.11,5.0,12.73,88.0,3.0,2009.0,Maison Individuelle,18003,24 Rue Emile Volton 18220 Les Aix-d'Angillon,2.8194318181818185
8370,C-f5b89MC7tdxk68UcGym,192.91,4.0,11.82,135.35,3.0,1970.0,Maison Individuelle,19062,3 Impasse des Orts Bigiers 19800 Corrèze,1.4252678241595862
8373,reVS-txzDGMWJ9r3XDUKg,479.57,7.0,184.15,18.78,7.0,1960.0,Maison Individuelle,23025,La Borde 23220 Bonnat,25.536208732694355
8374,eEH5-NBYVH5vbeIidGS_Z,254.0,5.0,59.0,70.0,6.0,1947.0,Logement,24200,Rue de l'Atelier 24350 Grand-Brassac,3.6285714285714286
8377,X2UN68DA65JXxJgAAkysd,148.0,3.0,34.0,158.0,4.0,1995.0,Maison Individuelle,27430,51 Route des Fiefs 27150 La Neuve-Grange,0.9367088607594937
8378,xWyQI5Dr0fsnvWIvHeXVS,167.09,4.0,39.1,103.0,5.0,1982.0,Logement,28085,17 Rue du Faubourg la Grappe 28000 Chartres,1.6222330097087378
8379,zlgeG8EaVX1YlqFSsXTQ1,224.44,4.0,11.39,116.2,3.0,1981.0,Maison Individuelle,29236,3 Rue Surcouf 29340 Riec-sur-Bélon,1.9314974182444062
8384,W3p2Xw4KklHn9j1PACn-q,148.19,3.0,2.11,110.0,1.0,2010.0,Maison Individuelle,32462,quartier menichot 32190 Vic-Fezensac,1.3471818181818183
8385,h0jtGa6pkoHp6LZHjoZ6J,80.31,2.0,18.79,195.0,3.0,1980.0,Maison Individuelle,33273,4 Rue Antoine de Saint Exupéry 33127 Martignas-sur-Jalle,0.41184615384615386
8386,cdNjkOalwRgDlq_r79e7g,232.0,5.0,54.0,42.92,5.0,1968.0,Logement,34344,32 Allee des Jardins 34280 La Grande-Motte,5.405405405405405
8388,rrcZLRG-fje0LYP2lkDGX,423.88,6.0,24.95,77.02,4.0,1980.0,Maison Individuelle,36077,Route de Meusnes 36600 Fontguenand,5.503505582965464
8389,zJB7_h_wza5ATAkD_PSIc,351.92,6.0,53.24,36.44,5.0,1974.0,Logement,37122,13 Rue des Martyrs 37300 Joué-lès-Tours,9.657519209659716
8391,V7Iz0E4QyO6SbBNLiZquM,220.98,4.0,10.58,80.97,2.0,2010.0,Maison Individuelle,39233,15 Rue Claude Guyon 39100 Foucherans,2.729158947758429
8392,mRIn1Jttz_diJx-XvVc79,353.0,6.0,14.0,78.8,3.0,1963.0,Maison Individuelle,40210,La Gare 40110 Onesse-Laharie,4.479695431472082
8394,yRiHfXj5cIUKKKPEvShGS,310.0,5.0,10.0,64.68,2.0,1974.0,Logement,42218,14 Rue Albert Poylo 42000 Saint-Étienne,4.792826221397649
8396,wJsQJj3t4oTuqqzpSohQ9,55.53,2.0,2.1,125.0,1.0,2011.0,Maison Individuelle,44198,17 Rue de la Jugerie 44840 Les Sorinières,0.44424
8398,IJxNVhLSSy76-R8d78NxY,301.21,5.0,17.09,105.0,3.0,2005.0,Maison Individuelle,46011,Route de Frouge 46400 Autoire,2.8686666666666665
8401,ubcviNRJpx1eu6b9XRJRd,90.18,2.0,17.14,680.0,3.0,1970.0,Maison Individuelle,49014,591 Rue de Court Pivert 49500 Segré-en-Anjou Bleu,0.13261764705882353
8404,HPvGuy6pZ-KDuVk86NICY,207.45,4.0,6.75,144.62,2.0,1900.0,Maison Individuelle,52006,Rue des Roses 52130 Allichamps,1.4344489005670031
8409,ywiUjacnZkDSkI0W2Tolg,108.79,3.0,25.46,79.34,4.0,1945.0,Maison Individuelle,57463,31 Rue Jean Pierre Jean 57070 Metz,1.3711872951852786
8410,AiHpcbb94TUWC8Zt81QWt,397.73,6.0,103.69,77.8,7.0,1997.0,Maison Individuelle,58131,9 Rue Achille Millien 58130 Guérigny,5.112210796915168
8412,09aTexupty277TbXAlgVu,166.0,4.0,49.0,180.0,5.0,1947.0,Maison Individuelle,60240,2 Rue des Sources 60360 Fontaine-Bonneleau,0.9222222222222223
8413,nLtm5UTzY4hYjTIsWufJe,262.55,5.0,61.44,77.0,6.0,1948.0,Maison Individuelle,61508,22 Rue Paul Créton 61120 Vimoutiers,3.4097402597402597
8414,7Iaf0_10AwFkqf7VR5hA9,407.0,6.0,78.0,85.0,6.0,1964.0,Maison Individuelle,62193,72 Rue Bossuet 62100 Calais,4.788235294117647
8415,VHjDaa9vfH4egkd9ruELb,215.28,4.0,64.58,230.0,6.0,1975.0,Maison Individuelle,63430,7 Chemin des Charmes 63300 Thiers,0.936
8417,4o-Wxc675RGgLPomZ373m,271.0,5.0,32.0,133.0,4.0,1947.0,Maison Individuelle,65350,12 Rue des Lilas 65490 Oursbelille,2.037593984962406
8418,cTNfmtT4VsfWtVdd4lYC1,188.57,4.0,5.8,38.85,1.0,2000.0,Logement,66008,25 Cami Trencat 66700 Argelès-sur-Mer,4.853796653796653
8419,VrdOORBXRZRZh8FJ9jNAY,170.82,4.0,39.97,57.2,5.0,2000.0,Logement,67043,10 Rue des Pinsons 67800 Bischheim,2.986363636363636
8422,KzuTqub8Rnk7WgN6e1mOh,435.86,6.0,130.76,68.0,7.0,1969.0,Maison Individuelle,70310,35 Rue Saint Quentin 70200 Lure,6.409705882352942
8426,fVaZZaq7_h2acw5jE2XpP,294.04,5.0,52.92,102.3,5.0,1965.0,Maison Individuelle,74008,Rue de saint-amour 74100 Ambilly,2.874291300097752
8427,d_p44XczYXK-Q_HG1DZpa,177.0,4.0,41.0,32.22,5.0,1.0,Logement,75012,65 Boulevard Jean Jaurès 92100 Boulogne-Billancourt,5.493482309124768
8429,6x8fNJlkVTFOWrUfDPAJD,312.92,5.0,73.22,77.0,6.0,1974.0,Maison Individuelle,77053,5 Rue Pierre Mendès-france 77170 Brie-Comte-Robert,4.063896103896104
8431,OO-AnWrNrpWijeRlkZfUX,274.78,5.0,5.0,83.55,1.0,1947.0,Maison Individuelle,79236,23 Rue de la Vallee 79380 Saint-André-sur-Sèvre,3.288809096349491
8433,OPWYGD7w3Y6cwmlVQZFsc,266.0,5.0,13.0,119.0,3.0,1948.0,Maison Individuelle,81120,4 Lotissement des Hauts de la Sigourre 81290 Labruguière,2.235294117647059
8436,2SBXirDPvRo7JrsykG7iT,201.28,4.0,8.71,100.19,2.0,1979.0,Maison Individuelle,84047,Avenue Joseph Anselme 84400 Gargas,2.008982932428386
8437,ofZz9tvrM4CP1DRSKKklC,445.47,6.0,35.39,94.75,4.0,1949.0,Maison Individuelle,85234,18 Avenue des tamaris 85160 Saint-Jean-de-Monts,4.701530343007916
8438,yLXlHFobei2CzBBqNhAU9,240.0,5.0,13.0,128.0,3.0,1978.0,Maison Individuelle,86300,8 Rue de la Bottiere 86170 Yversay,1.875
8442,pPqFWFjIluo_NOExmfaxT,235.24,5.0,55.05,52.0,5.0,1850.0,Logement,90010,15 Rue de la grande Fontaine 90000 Belfort,4.523846153846154
8450,ykuWJSTXz4fINvHTR_i7l,255.49,5.0,43.01,108.0,5.0,1900.0,Maison Individuelle,03101,6 Route de la Perelle 03410 Domérat,2.365648148148148
8457,Bc2tTRmNGstff-Wz01PgK,257.0,5.0,60.0,35.2,6.0,1947.0,Logement,10000,Avenue Pierre Brossolette (Pont) Chilly-Mazarin,7.301136363636363
8458,FL_ZyznzteA6d7Js9FVgf,238.87,5.0,12.76,101.0,3.0,1982.0,Maison Individuelle,11259,25 Allee de l’Amourie 11170 Moussoulens,2.365049504950495
8463,r1DpjnVC8Gb_BJ8NAua7y,179.0,4.0,5.0,78.9,1.0,1.0,Maison Individuelle,16100,RUE DES BRUCHETS 16150 Chirac,2.2686945500633713
8464,kngwyvt1MU-t7XiKM2Zyu,89.0,2.0,2.0,37.31,1.0,1947.0,Logement,17300,37 Rue Reaumur 17000 La Rochelle,2.38541945859019
8465,pQkiUwIlJCdTFgiZDzBEU,344.22,6.0,19.1,75.0,3.0,1990.0,Maison Individuelle,18033,73 Rue du Petit Chailloux 18000 Bourges,4.589600000000001
8468,vpG29J__zuAtaq0Z-BZGA,172.01,4.0,5.6,61.0,1.0,1900.0,Maison Individuelle,22081,Les Villes Marottes 22120 Hillion,2.8198360655737704
8471,Bafa4-g6eiD_Cu_17omGy,199.0,4.0,59.0,120.0,6.0,1989.0,Maison Individuelle,25140,20 Rue de la Scie 25340 Pays-de-Clerval,1.6583333333333334
8475,GFeEP3q7t0TCCRJaSL3CB,188.62,4.0,44.14,74.0,5.0,1974.0,Logement,29002,20 Rue de Keravel 29300 Arzano,2.548918918918919
8477,54Xgc1RzHi-G19lwq6ioh,86.6,2.0,10.51,37.19,2.0,1940.0,Logement,20033,7 Boulevard Général Giraud 20200 Bastia,2.328582952406561
8478,t8qxOaTZeJtwyXhwSZ57O,153.94,4.0,5.48,76.0,1.0,2005.0,Maison Individuelle,30034,Chemin de la Vaque Basse 30127 Bellegarde,2.025526315789474
8479,n7JwRKzXvGJBlS_2RtVEc,232.49,5.0,44.86,560.0,5.0,1956.0,Bâtiment collectif à usage principal d'habitation,31555,5 Rue des Anges 31200 Toulouse,0.4151607142857143
8480,hj-HUpuWeT8eCbsLnLCLu,217.09,4.0,7.07,47.62,2.0,1900.0,Logement,32190,place de la forge 32190 Lannepax,4.55879882402352
8481,qVb6PzAiwJRiil0YJyWc7,208.52,4.0,9.61,83.69,2.0,2007.0,Maison Individuelle,33449,Rue André Gide 33160 Saint-Médard-en-Jalles,2.4915760544867966
8482,mCqzBUcWAJALDZgd8X9g4,280.0,5.0,63.0,120.0,6.0,1956.0,Maison Individuelle,34070,6 Rue de Villespassans 34360 Cébazan,2.3333333333333335
8485,1ll68E2wDrRKLsfpfcosS,351.92,6.0,53.24,36.44,5.0,1974.0,Logement,37122,13 Rue des Martyrs 37300 Joué-lès-Tours,9.657519209659716
8486,JpyyYlQDgcbUeNN65BWOm,308.55,5.0,56.17,160.0,6.0,1974.0,Maison Individuelle,38126,15 Chemin Charles Pajon 38700 Corenc,1.9284375
8487,kgz1peMPy_08gzuIzmn6_,220.98,4.0,10.58,80.97,2.0,2010.0,Maison Individuelle,39233,15 Rue Claude Guyon 39100 Foucherans,2.729158947758429
8488,dSpZtIyNZjtK3VhC-s9r-,174.65,4.0,3.24,130.0,1.0,1995.0,Maison Individuelle,40293,10 Rue Batteste 40180 Saubusse,1.3434615384615385
8489,cgnVF2TVrezvhw2In0MC3,213.0,4.0,6.0,56.6,2.0,1947.0,Maison Individuelle,41200,Rue du Président Wilson (Pont) Le Creusot,3.7632508833922262
8491,RHbb-9lcbFtGcLhKZOzxA,130.0,3.0,31.0,58.5,4.0,1974.0,Maison Individuelle,43268,29 Rue du Colonel de Turenne 43200 Yssingeaux,2.2222222222222223
8497,Cwc2BT80dvv74ZPpZktFc,177.0,4.0,30.0,178.0,4.0,1947.0,Maison Individuelle,49330,Rue du Verger 49330 Sceaux-d'Anjou,0.9943820224719101
8498,3Hmj9Q5TdqfuBmENQmB8h,205.96,4.0,48.19,109.0,5.0,1974.0,Maison Individuelle,50099,40 Rue des Ormes 50500 Carentan-les-Marais,1.8895412844036699
8500,vlZoSyT44x2Y6TGCMMODG,127.0,3.0,5.0,110.0,1.0,2006.0,Maison Individuelle,52130,19 Grande Rue 52370 Cirfontaines-en-Azois,1.1545454545454545
8501,-_P2kRj_sztK251XI5spF,339.49,6.0,101.85,68.37,7.0,1974.0,Maison Individuelle,61243,14 Rue de Saint Jean 61600 Magny-le-Désert,4.965481936521866
8509,Ld1BCKu_zYn3HcCgyL7WV,254.33,5.0,59.51,77.0,6.0,1948.0,Maison Individuelle,61006,37 Rue du Beigle 61200 Argentan,3.302987012987013
8510,TF3J-_qRxXpWVZa270Jh9,110.72,3.0,20.36,173.38,3.0,2001.0,Maison Individuelle,62119,168 Rue Conon de Béthune 62400 Béthune,0.6385973007267274
8514,fBnLOdZpDzchsK51UTWLe,181.88,4.0,6.76,59.15,2.0,2002.0,Logement,66037,10 Avenue des Hauts de Canet 66140 Canet-en-Roussillon,3.074894336432798
8515,znDtbNXPf2fVwmlu0GuqN,170.82,4.0,39.97,57.2,5.0,2000.0,Logement,67043,10 Rue des Pinsons 67800 Bischheim,2.986363636363636
8516,DZesxpI7xuT_uirDBM_xn,246.0,5.0,74.0,48.72,6.0,1974.0,Maison Individuelle,68022,1 Rue des Prés 68390 Battenheim,5.0492610837438425
8517,6iyhOq18TyBeNN9rPCqqE,234.5,5.0,9.74,36.94,2.0,2007.0,Logement,69266,11 Rue Anatole France 69100 Villeurbanne,6.34813210611803
8518,3cV00wkg-njiEoJwJdAhR,626.6,7.0,146.62,53.0,7.0,1969.0,Logement,70310,18 Rue Jean Jaures 70200 Lure,11.822641509433963
8521,TxORp5yoJKDXlZApToeP1,304.0,5.0,91.0,164.0,7.0,1947.0,Maison Individuelle,73000,Chemin des Courts Champs Madecourt,1.853658536585366
8523,dlqscQAh70SnVeusps_AO,174.0,4.0,52.0,49.41,5.0,1947.0,Logement,75020,11 Rue du Plateau 92320 Châtillon,3.5215543412264725
8524,Vryebkwi-lvYqCPRW7Fyc,308.52,5.0,72.19,67.2,6.0,1948.0,Maison Individuelle,76351,35 Rue Docteur Roux 76610 Le Havre,4.5910714285714285
8525,ZqmWcNCiR-gcmtFs2kyeA,506.77,7.0,101.57,110.0,7.0,1974.0,Maison Individuelle,77455,9 Rue de Coubert 77111 Soignolles-en-Brie,4.607
8526,s8lPaog8o4OEYEwv7JkA4,323.82,5.0,62.41,125.0,6.0,1974.0,Maison Individuelle,78517,15 Rue de Dourdan 78120 Rambouillet,2.59056
8527,AuhNNnp8RV-4UmoDKDidL,180.16,4.0,12.91,152.7,3.0,1983.0,Maison Individuelle,79238,Champagne 79300 Saint-Aubin-du-Plain,1.1798297314996726
8530,Qrg35_oQVY9wsO_VbDpC9,287.0,5.0,9.0,70.0,2.0,1947.0,Maison Individuelle,82170,Rue de l’Ecole 82400 Saint-Paul-d'Espis,4.1
8532,gcCRIVFkiB_li3ltLufK_,430.0,6.0,26.0,100.0,4.0,1975.0,Maison Individuelle,84142,Allée Alphonse Daudet 84740 Velleron,4.3
8535,C8l3gR32XQhQSJba-LywR,233.0,5.0,54.0,69.0,5.0,1947.0,Logement,87100,Rue de la Source 87330 Montrol-Sénard,3.3768115942028984
8536,QX9cWXCIsluo7oa5xIOSf,196.0,4.0,32.0,124.0,4.0,1989.0,Maison Individuelle,88100,Rue de la Poste 88500 Chef-Haut,1.5806451612903225
8537,dCrRjW_9Sc8YNj6FCiej-,310.0,5.0,10.0,51.0,2.0,1947.0,Maison Individuelle,89320,1 Rue Haute 89740 Quincerot,6.078431372549019
8545,nxjzLxlHKxTOQoqxRbISc,245.17,5.0,49.63,104.31,5.0,1974.0,Maison Individuelle,02052,1 Rue de Coucy 02380 Bassoles-Aulers,2.350397852554884
8550,mYlGiv_6w56wYNnUcs8DH,277.1,5.0,30.99,125.0,4.0,1900.0,Maison Individuelle,07334,Brahic 07140 Les Vans,2.2168
8551,v7XNWU9Qzqj_9hUeXBAGb,198.0,4.0,10.0,97.77,2.0,1988.0,Maison Individuelle,08365,165 Rue du Vieux Bourg 08150 Rimogne,2.0251610923596197
8553,MD1-BclZJxBCuuKT0Mnks,248.07,5.0,12.44,82.14,3.0,2013.0,Maison Individuelle,10094,Rue des Aunets 10330 Chavanges,3.0200876552227904
8554,4_6SUy13PpQPRlqDnk_eu,291.88,5.0,14.44,42.5,3.0,2006.0,Maison Individuelle,11049,5bis Rue Jean Moulin 11150 Bram,6.867764705882353
8559,2pFqa2xOooqTAg4X3-JKF,319.0,5.0,74.0,69.0,6.0,1968.0,Maison Individuelle,16340,8 Rue des Caves Noires 16720 Saint-Même-les-Carrières,4.6231884057971016
8560,Z29AO3E8GNPcKuQBeTkJr,217.5,4.0,4.86,118.54,1.0,1900.0,Maison Individuelle,17063,Impasse des Ailes du Vent 17700 Breuil-la-Réorte,1.8348236882065125
8561,RvxF-LPGYaQogsNA2LS66,377.43,6.0,21.77,61.6,4.0,1979.0,Logement,18005,5 Place de l'Eglise 18500 Allouis,6.127110389610389
8563,fFSSi1zZH-ZCoX8Y1xsip,214.0,4.0,2.0,110.0,1.0,2001.0,Maison Individuelle,21140,route de chaumot 21230 Champignolles,1.9454545454545455
8566,skFruDhQron2QqmhzmFx-,304.83,5.0,17.93,124.0,3.0,1988.0,Maison Individuelle,24520,Chemin de la Lande du Cambord 24200 Sarlat-la-Canéda,2.458306451612903
8567,jeACvhmPf7kJykSJ1R-0V,288.57,5.0,13.85,120.0,3.0,1974.0,Maison Individuelle,25056,17 Rue de Charigney 25000 Besançon,2.40475
8569,0cAqD0Y9fO63gIjHyHP47,94.76,3.0,22.17,96.6,4.0,2008.0,Logement,27229,44 Rue du Maréchal Joffre 27000 Évreux,0.980952380952381
